pair,count
as=>had,2466
as=>he,41288
as=>my,4008
as=>not,477200
as=>in,3569038
as=>him,22144
as=>gave,552
as=>five,29940
as=>good,110439
as=>most,16840
as=>its,2694
as=>at,286242
as=>few,3024
as=>am,43272
as=>bad,16828
as=>her,2752
as=>eight,6584
as=>many,23008
as=>none,20248
as=>all,66774
as=>give,11362
as=>do,64608
as=>be,35936
as=>has,13124
as=>for,2218028
as=>his,17403
as=>it,92322
as=>four,30190
as=>nine,13236
as=>and,668394
as=>been,1860
as=>how,34978
as=>as,1709198
as=>me,39780
as=>an,23612
as=>is,110090
as=>did,7344
as=>given,12136
as=>from,258116
as=>of,3395
as=>mine,15648
as=>a,514032
as=>by,215450
as=>hers,608
as=>are,51532
as=>but,341232
as=>i,606563
as=>have,20984
