pair,count
us=>be,62
us=>this,320
us=>has,26
us=>us,849
us=>five,26
us=>as,316
us=>is,200
us=>was,52
us=>four,37
us=>or,3916
us=>an,2199
us=>most,66
us=>been,37
us=>with,362
us=>to,1206
us=>for,1131
us=>in,3405
us=>that,257
us=>it,219
us=>some,69
us=>these,164
us=>were,45
us=>by,96
us=>test,44
us=>all,1002
us=>and,21294
us=>his,39
us=>the,63786
us=>many,60
us=>but,156
us=>at,191
us=>on,1692
us=>its,137
us=>their,68
us=>our,17
us=>not,286
us=>from,286
us=>i,534
us=>me,70
us=>a,9508
us=>of,1080
us=>very,62
us=>are,94
us=>two,113
us=>three,181
us=>one,109
