pair,count
do=>as,35430
do=>when,23256
do=>but,23722
do=>by,29406
do=>you,1071763
do=>give,5913
do=>six,369
do=>most,2097
do=>for,251694
do=>they,102156
do=>had,3459
do=>three,1218
do=>things,57585
do=>it,451132
do=>five,552
do=>or,37176
do=>seven,285
do=>with,227960
do=>very,202
do=>the,255972
do=>your,4275
do=>a,46530
do=>her,3051
do=>many,1425
do=>four,888
do=>bad,346
do=>some,4905
do=>given,1662
do=>has,5196
do=>did,45207
do=>which,6159
do=>we,224056
do=>why,35670
do=>would,49431
do=>be,24819
do=>what,1374672
do=>those,1308
do=>from,18438
do=>them,6366
do=>of,40857
do=>eight,174
do=>am,3459
do=>to,1291652
do=>him,4659
do=>us,528
do=>she,8661
do=>where,9624
do=>on,36402
do=>that,101448
do=>in,183048
do=>who,21822
do=>ten,294
do=>theirs,19
do=>me,20373
do=>tests,789
do=>will,101028
do=>mine,945
do=>all,13305
do=>are,27612
do=>do,191043
do=>he,25254
do=>their,970
do=>were,4764
do=>how,136304
do=>one,10971
do=>nine,154
do=>at,32076
do=>his,2208
do=>its,2028
do=>two,1638
do=>good,8919
do=>thing,19824
do=>and,199623
do=>test,2628
do=>none,1107
do=>not,667385
do=>this,59316
do=>my,3225
do=>been,1294
do=>our,1425
do=>these,1938
do=>have,35002
do=>i,206310
do=>was,9465
do=>yours,441
do=>is,61311
do=>ours,56
do=>few,324
do=>gave,402
do=>an,6918
