pair,count
gave=>a,766
gave=>as,3096
gave=>she,5796
gave=>an,46
gave=>why,318
gave=>him,5246
gave=>that,20490
gave=>this,454
gave=>i,24856
gave=>some,454
gave=>be,1022
gave=>all,936
gave=>but,4260
gave=>are,570
gave=>with,2148
gave=>these,18
gave=>her,4822
gave=>who,20410
gave=>been,172
gave=>how,1851
gave=>or,534
gave=>you,23468
gave=>it,8961
gave=>good,27
gave=>has,180
gave=>in,14095
gave=>which,3717
gave=>did,416
gave=>given,170
gave=>give,768
gave=>to,67008
gave=>the,975
gave=>do,358
gave=>them,4212
gave=>he,33350
gave=>none,12
gave=>their,18
gave=>was,2730
gave=>me,15670
gave=>not,296
gave=>from,1362
gave=>gave,2136
gave=>test,21
gave=>many,37
gave=>one,1395
gave=>and,39220
gave=>of,1020
gave=>have,740
gave=>his,85
gave=>at,1887
gave=>what,1706
gave=>by,1467
gave=>where,400
gave=>were,516
gave=>we,3153
gave=>five,28
gave=>on,4095
gave=>will,83
gave=>us,400
gave=>is,2934
gave=>am,182
gave=>those,25
gave=>three,16
gave=>they,4350
gave=>two,44
gave=>most,98
gave=>had,898
gave=>for,9532
gave=>tests,13
gave=>when,1822
gave=>thing,27
gave=>things,94
gave=>my,26
