pair,count
been=>our,48
been=>we,130584
been=>she,4414
been=>gave,410
been=>a,3018
been=>you,94791
been=>some,412
been=>us,176
been=>on,61482
been=>these,124
been=>him,454
been=>an,384
been=>from,11322
been=>very,80
been=>or,6850
been=>did,1516
been=>my,202
been=>was,19323
been=>test,272
been=>for,109839
been=>why,17986
been=>tests,142
been=>i,64394
been=>few,230
been=>that,45030
been=>am,1100
been=>do,1704
been=>by,18504
been=>things,1998
been=>four,200
been=>been,19917
been=>he,11709
been=>and,110280
been=>their,27
been=>not,48582
been=>mine,430
been=>has,318490
been=>at,31287
been=>be,8990
been=>how,17886
been=>the,7629
been=>to,105261
been=>give,408
been=>yours,208
been=>as,22113
been=>its,132
been=>seven,36
been=>them,324
been=>most,1006
been=>is,26025
been=>one,7485
been=>none,244
been=>with,41736
been=>two,374
been=>ours,130
been=>when,5702
been=>were,3360
been=>but,18992
been=>what,53016
been=>where,47298
been=>had,52833
been=>many,412
been=>all,4712
been=>me,3740
been=>are,9264
been=>they,6044
been=>this,1930
been=>of,8007
been=>it,95031
been=>her,412
been=>your,152
been=>would,10284
been=>good,8848
been=>who,21852
been=>have,426450
been=>in,194616
been=>three,268
been=>thing,1030
been=>five,214
been=>given,390
been=>those,146
been=>which,7014
been=>bad,1686
been=>his,654
been=>will,1896
been=>six,21
