pair,count
eight=>four,2760
eight=>am,28
eight=>ten,1875
eight=>this,88
eight=>to,4374
eight=>i,374
eight=>seven,4149
eight=>and,6738
eight=>at,2919
eight=>or,2211
eight=>five,3084
eight=>it,26
eight=>not,172
eight=>in,6738
eight=>six,2820
eight=>a,1192
eight=>one,4420
eight=>on,3315
eight=>for,2250
eight=>eight,1533
eight=>as,846
eight=>do,44
eight=>two,2565
eight=>he,15
eight=>the,8673
eight=>nine,2962
eight=>of,8748
eight=>is,1164
eight=>three,2787
eight=>an,1196
eight=>are,220
eight=>but,909
eight=>our,36
eight=>from,1638
eight=>had,66
eight=>with,1212
eight=>by,1665
eight=>been,62
eight=>were,66
eight=>all,531
eight=>have,87
eight=>that,28
eight=>these,7
eight=>be,39
eight=>was,932
