pair,count
to=>by,44613
to=>how,78916
to=>bad,1179
to=>is,56184
to=>am,5610
to=>all,54330
to=>some,6885
to=>when,5622
to=>ten,3282
to=>our,12732
to=>most,8223
to=>four,5820
to=>give,1968
to=>hers,130
to=>and,703074
to=>for,133224
to=>with,66006
to=>six,4332
to=>on,48390
to=>him,123344
to=>their,1983
to=>from,2659558
to=>they,4338
to=>have,16635
to=>mine,3498
to=>good,10700
to=>its,1410
to=>given,2406
to=>will,10785
to=>me,390040
to=>or,108984
to=>be,10104
to=>two,8307
to=>them,88716
to=>gave,400
to=>your,11391
to=>not,42944
to=>to,254348
to=>this,85250
to=>many,5316
to=>five,5424
to=>it,104416
to=>are,18510
to=>in,176524
to=>very,393
to=>us,7416
to=>test,47979
to=>his,2637
to=>was,8643
to=>these,2436
to=>were,3255
to=>as,471360
to=>did,610
to=>her,105675
to=>one,76584
to=>the,222894
to=>nine,2697
to=>who,1650
to=>at,34836
to=>she,1209
to=>those,101718
to=>an,8205
to=>yours,6168
to=>you,784756
to=>none,25971
to=>he,7026
to=>has,2913
to=>things,17816
to=>but,21042
to=>why,900
to=>i,67782
to=>eight,2172
to=>thing,5271
to=>my,7092
to=>tests,11984
to=>three,17262
to=>do,8304
to=>which,9570
to=>few,1341
to=>we,6513
to=>been,1746
to=>where,17205
to=>would,318
to=>of,104697
to=>seven,2655
to=>theirs,91
to=>a,82854
to=>had,2079
to=>that,28128
to=>what,7452
to=>ours,261
