pair,count
to=>eight,407
to=>has,12146
to=>none,14362
to=>you,1709310
to=>who,51405
to=>some,1012932
to=>would,1624
to=>their,4203
to=>theirs,870
to=>four,1997
to=>is,288128
to=>had,10078
to=>things,85104
to=>this,1922380
to=>am,8218
to=>were,65955
to=>on,206494
to=>as,139960
to=>i,9387
to=>those,3072559
to=>two,23613
to=>seven,3471
to=>them,2003552
to=>six,4014
to=>or,225204
to=>that,230760
to=>given,11656
to=>it,60156
to=>from,232568
to=>do,7174
to=>three,20586
to=>and,1963870
to=>my,1744
to=>our,869
to=>have,35432
to=>not,31974
to=>test,52220
to=>when,9849
to=>with,873534
to=>he,6701
to=>of,192728
to=>why,4119
to=>his,3965
to=>will,27450
to=>we,8685
to=>him,706276
to=>where,46341
to=>us,1003900
to=>she,3981
to=>they,8586
to=>which,89097
to=>very,1605
to=>thing,54426
to=>ten,4698
to=>these,268851
to=>at,165352
to=>one,360576
to=>was,205635
to=>an,2302
to=>give,6165
to=>tests,4792
to=>few,9050
to=>how,3076
to=>but,247728
to=>are,46098
to=>its,765
to=>her,273354
to=>what,895920
to=>bad,2915
to=>a,21790
to=>me,2775152
to=>good,5100
to=>the,164174
to=>yours,6864
to=>to,1533396
to=>be,39511
to=>mine,6710
to=>your,10332
to=>all,323212
to=>did,5756
to=>most,11681
to=>in,582874
to=>many,126193
to=>nine,465
to=>five,1704
to=>hers,509
to=>gave,4463
to=>for,168910
to=>by,42866
to=>ours,515
to=>been,11967
