pair,count
some=>or,344301
some=>he,344
some=>as,951980
some=>is,42849
some=>my,29
some=>these,2204
some=>some,165324
some=>those,27374
some=>we,572
some=>where,298
some=>two,213150
some=>are,52646
some=>on,240723
some=>none,3888
some=>ours,31
some=>at,178584
some=>she,47
some=>of,101291370
some=>with,223356
some=>when,439
some=>in,1141146
some=>which,1324
some=>its,32
some=>thing,434
some=>has,3768
some=>few,6436
some=>would,197
some=>mine,232
some=>have,23402
some=>test,170
some=>seven,23428
some=>ten,70020
some=>who,553
some=>our,14
some=>to,324867
some=>they,1476
some=>you,1134
some=>one,55602
some=>me,1114
some=>four,42750
some=>and,988326
some=>for,237156
some=>an,756
some=>many,13894
some=>from,187896
some=>what,1970
some=>most,538
some=>the,11043
some=>did,6720
some=>were,37014
some=>good,1146
some=>tests,282
some=>him,126
some=>was,13974
some=>but,248284
some=>this,2564
some=>eight,28728
some=>hers,15
some=>very,132
some=>nine,11170
some=>that,9092
some=>a,5664
some=>us,199
some=>bad,160
some=>six,47054
some=>her,55
some=>things,842
some=>it,3036
some=>had,18992
some=>i,9954
some=>be,15588
some=>all,231976
some=>their,72
some=>am,1270
some=>given,4676
some=>why,280
some=>been,12456
some=>five,58018
some=>do,9276
some=>your,9
some=>yours,22
some=>will,932
some=>by,87690
some=>give,1994
some=>theirs,68
some=>how,2438
some=>not,60256
some=>his,119
some=>three,73894
some=>them,382
some=>gave,730
